datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2025-01-03T5,"[1208.03, -744.38, -1230.16, -692.98, 22.12, 1437.36]","[325782.97, 174885.55, 337073.66, 181412.48]","[-122506.57, -65082.35, -121015.54, -66820.45, -123497.44, -67776.02]","[-101532.16, -27865.11, -105327.6, -30844.98, -103804.88, -34487.09]","[-11691.21, 1183.13, -5631.93, -362.09, -7600.07, 5653.74]","[-62494.86, -45909.76, -63684.01, -41378.89, -68649.37, -46608.2]","[-29763.38, -37766.6, -29508.35, -34774.21, -32870.13, -37448.53]",4.53507e-05,60.2,60.2,84.05,7.1,0
2025-01-03T6,"[1202.92, -738.62, -1223.76, -692.67, 20.84, 1431.3]","[331089.03, 172785.83, 332592.7, 175050.9, 339394.1, 183064.84]","[-125831.44, -65829.92, -123759.16, -68724.17, -125841.31, -68465.84]","[-102418.14, -26375.05, -106416.23, -30838.6, -103666.08, -33727.3]","[-11709.27, 1116.52, -5731.57, -412.23, -7677.1, 5538.64]","[-62518.04, -44148.88, -65735.76, -42152.05, -67632.02, -47792.29]","[-27994.65, -36841.32, -30313.5, -32194.97, -33917.41, -37861.98]",4.5331629999999993e-05,59.5,59.5,88.14,8.8,0
2025-01-03T7,"[1205.98, -740.84, -1224.79, -692.89, 18.81, 1433.73]","[332109.78, 172717.14, 328982.3, 171632.05, 340408.12, 178329.73]","[-125400.13, -63066.62, -120962.95, -64119.65, -125597.18, -63001.57]","[-101185.14, -27087.61, -105413.51, -29819.29, -103924.75, -34109.91]","[-10295.13, 1695.93, -5360.1, 137.63, -6738.85, 5190.08]","[-64669.71, -45898.23, -65809.32, -42263.99, -70060.85, -47163.97]","[-29930.57, -37640.18, -30801.9, -34840.07, -33420.47, -38481.66]",4.471164e-05,59.5,59.5,88.14,7.8,0
2025-01-03T16,"[1211.37, -740.94, -1231.05, -699.7, 19.68, 1440.65]","[331779.78, 180051.58, 328127.3, 179153.58, 340539.72, 183852.61]","[-123009.92, -64727.07, -120876.2, -67914.73, -122777.21, -67199.87]","[-101622.1, -28968.65, -105241.96, -30689.4, -105119.22, -34461.79]","[-12072.24, 1860.78, -7200.08, 209.3, -8514.37, 5288.14]","[-67879.97, -50228.93, -66467.89, -45342.73, -73391.43, -48422.02]","[-26544.89, -37242.56, -27707.7, -34690.52, -30059.62, -38280.79]",4.92949e-05,71.4,71.4,54.77,9.6,116
2025-01-03T17,"[1198.68, -736.49, -1220.43, -690.89, 21.74, 1427.38]","[337915.7, 177418.25, 339871.5, 173013.14, 352915.7, 184571.38]","[-123386.72, -62377.81, -120735.19, -64321.79]","[-101376.9, -28454.64, -107268.25, -29273.98, -106841.87, -35538.51]","[-12095.92, 2227.81, -7717.94, 856.2, -9045.45, 5371.83]","[-70591.37, -49014.36, -73663.22, -41040.94, -81200.37, -49587.88]","[-29774.38, -39008.61, -29788.52, -38432.81, -31043.25, -40162.3]",4.671149e-05,68.9,68.9,61.82,8.5,17
2025-01-03T18,"[1196.98, -737.01, -1219.78, -689.91, 22.8, 1426.92]","[332204.2, 174113.42, 326405.9, 172476.83, 340968.1, 175859.88]","[-118792.97, -59624.68, -116575.52, -61062.73, -120090.33, -61076.67]","[-101882.46, -27886.74, -106560.23, -29436.54, -106236.42, -34276.54]","[-12101.12, 1836.8, -6932.9, 167.18, -8390.8, 5513.73]","[-65766.59, -48737.11, -63278.96, -42778.07, -71689.66, -45471.8]","[-32980.09, -38921.84, -32402.53, -38615.65, -33863.03, -39749.37]",4.849203e-05,66.0,66.0,65.79,7.6,0
2025-01-03T19,"[1195.83, -738.19, -1221.17, -689.07, 25.34, 1427.26]","[334021.75, 176561.12, 332201.56, 172820.73, 347061.22, 180370.64]","[-124964.3, -63955.99, -122576.12, -64535.98, -127233.49, -64832.74]","[-101925.92, -26946.97, -106982.68, -30330.97, -104926.02, -34442.69]","[-11357.92, 1954.61, -6702.61, 495.28, -8069.64, 5309.73]","[-63551.4, -48483.98, -62625.68, -40507.1, -72046.12, -45442.27]","[-31565.58, -38376.83, -32668.03, -37201.64, -34089.25, -40164.81]",3.5227409999999995e-05,65.5,65.5,69.12,8.9,0
2025-01-03T20,"[1202.94, -738.81, -1223.68, -693.93, 20.74, 1432.74]","[337007.6, 176794.19, 330413.7, 175694.22, 344898.28, 178496.45]","[-118753.4, -63693.2, -121569.57, -63076.71]","[-103261.47, -28580.9, -106098.8, -31586.11, -105406.61, -34215.61]","[-11952.43, 2256.21, -7456.88, 778.53, -8756.58, 5449.06]","[-66246.71, -48668.48, -63515.4, -42463.65, -72241.39, -45113.62]","[-33544.7, -39771.63, -36217.7, -40730.5]",3.102851e-05,64.7,64.7,72.95,6.7,0
2025-01-03T21,"[1201.01, -739.39, -1224.54, -693.06, 23.53, 1432.45]","[336553.06, 181578.9, 335904.9, 171892.53, 355504.44, 183610.23]","[-122700.18, -62673.25, -121391.73, -64892.59, -124023.34, -65320.01]","[-103441.93, -31804.16, -109730.41, -28130.62, -113304.32, -36911.08]","[-11100.25, 2139.98, -6780.94, 993.71, -8252.03, 5369.06]","[-65728.45, -48533.28, -64311.38, -41557.99, -73165.56, -45588.7]","[-32891.97, -39917.68, -33027.92, -37546.29, -36006.6, -40297.65]",3.322961999999999e-05,64.1,64.1,72.8,5.6,0
2025-01-03T22,"[1198.89, -738.21, -1210.88, -687.4, 11.99, 1425.62]","[339072.53, 171557.23, 332632.7, 167498.22, 348439.7, 176649.83]","[-122135.49, -61323.43, -119608.08, -62688.25, -122907.31, -64407.27]","[-104140.84, -28657.51, -105578.09, -30932.21, -106110.74, -34166.96]","[-9605.15, 2453.98, -6919.14, 1699.07, -7957.26, 4350.17]","[-67730.09, -46629.65, -65707.32, -40492.7, -73699.27, -44701.89]","[-34775.65, -36615.75, -34155.96, -34323.59, -37048.39, -36903.12]",3.081222e-05,62.8,62.8,73.84,6.7,0
2025-01-03T23,"[1196.27, -738.13, -1219.58, -688.45, 23.31, 1426.58]","[336692.4, 173850.84, 334801.53, 170458.48, 349038.25, 178538.64]","[-121909.34, -60574.27, -120696.32, -62121.36, -123683.66, -63156.99]","[-102784.53, -27531.5, -106248.01, -30278.9, -105468.04, -33583.17]","[-9747.4, 3420.17, -8580.65, 2630.05, -8804.88, 4092.27]","[-68555.3, -48436.57, -64737.99, -43040.29, -73351.73, -44378.14]","[-33008.86, -39941.89, -33867.76, -36879.8, -37007.11, -40684.79]",2.935269e-05,63.7,63.7,72.94,6.8,0
2025-01-04T0,"[1197.84, -736.97, -1218.24, -690.21, 20.4, 1427.18]","[337471.9, 170914.52, 333186.97, 171212.58, 345327.9, 175818.02]","[-122575.66, -61437.5, -120153.73, -63438.33, -123323.97, -63410.52]","[-103310.73, -27859.46, -107401.55, -30792.28, -106187.85, -34730.12]","[-10590.38, 1372.36, -5689.4, 197.75, -7409.04, 5044.12]","[-65009.66, -46283.75, -63570.73, -41412.38]","[-35311.73, -35934.55, -35708.51, -35007.98, -37271.23, -37319.51]",3.929606e-05,63.7,63.7,77.74,10.0,0
2025-01-04T1,"[1195.59, -737.59, -1220.25, -689.58, 24.66, 1427.17]","[340593.3, 177244.3, 340880.7, 171259.97, 357120.78, 181921.53]","[-127324.6, -64658.46, -127492.1, -67019.52]","[-101265.14, -30767.6, -106926.19, -26328.69, -111458.27, -34897.98]","[-10371.46, 2670.01, -7791.68, 1821.62, -8663.59, 4548.58]","[-66826.71, -46715.43, -67031.27, -42628.93, -72642.86, -46651.07]","[-34127.4, -36996.36, -33461.47, -35510.4, -36122.69, -37052.55]",4.089461e-05,63.7,63.7,77.1,12.4,0
2025-01-04T2,"[1197.38, -735.77, -1217.74, -691.87, 20.37, 1427.64]","[339382.12, 178788.11, 340071.44, 171588.77, 357104.06, 184093.98]","[-124406.69, -63525.16, -122458.23, -65229.33, -125961.25, -65705.76]","[-99959.03, -26811.88, -104487.81, -28890.59, -103853.84, -33405.73]","[-10448.67, 1693.9, -6125.1, 661.6, -7690.59, 4960.14]","[-72803.7, -49259.57, -75611.95, -40835.95, -83940.6, -49546.34]","[-31066.93, -40087.05, -30698.99, -36505.04, -34890.4, -39517.46]",4.101218e-05,62.9,62.9,68.61,11.2,0
2025-01-04T3,"[1199.87, -741.93, -1226.09, -689.47, 26.22, 1431.41]","[328710.28, 176119.02, 334979.25, 171115.34, 346238.28, 186497.83]","[-124277.91, -65301.15, -122037.4, -66960.33, -125420.13, -66964.79]","[-99933.45, -28465.39, -105173.06, -28285.27, -105895.09, -34409.77]","[-8861.58, 2812.92, -6826.69, 1802.63, -7230.02, 4125.24]","[-63576.22, -45566.25, -68504.8, -41967.75, -71100.94, -49844.72]","[-31435.32, -38882.45, -31785.19, -34957.79, -35884.17, -38593.07]",4.025604e-05,61.8,61.8,65.93,12.3,0
2025-01-04T4,"[1206.33, -738.17, -1226.55, -697.38, 20.22, 1435.56]","[327294.38, 178384.05, 329712.7, 173678.42, 342724.06, 185306.53]","[-122281.21, -63433.37, -121554.98, -65278.71, -124057.8, -66341.46]","[-100338.89, -27701.54, -104558.31, -28655.87, -104850.87, -33210.07]","[-8877.45, 2556.25, -6580.93, 1640.36, -7192.05, 4146.96]","[-63403.14, -46861.36, -65318.47, -41920.5, -70608.61, -47783.51]","[-31757.71, -42215.68, -31065.24, -38736.74, -35322.77, -41326.03]",3.940251e-05,61.0,61.0,65.45,12.5,0
2025-01-04T5,"[1207.38, -744.04, -1227.35, -694.84, 19.98, 1438.88]","[335065.34, 178032.19, 329102.34, 174263.23, 345386.53, 180357.25]","[-125688.8, -66187.75, -121664.69, -66292.66, -127309.01, -66246.78]","[-101143.03, -27039.71, -104048.16, -29753.3, -103543.78, -32922.22]","[-10494.51, 1499.13, -5914.41, 388.08, -7541.29, 4912.86]","[-67396.58, -48016.3, -66675.2, -42463.38, -73821.34, -46853.88]","[-29695.97, -37547.21, -30168.59, -35419.02, -32495.27, -38473.25]",3.919725e-05,60.6,60.6,66.21,11.3,0
2025-01-04T6,"[1199.31, -737.81, -1224.71, -692.62, 25.4, 1430.43]","[326624.12, 173247.52, 329526.75, 168753.42, 342641.6, 179652.98]","[-121561.08, -63384.08, -121405.8, -63712.31, -125133.26, -65682.28]","[-101700.73, -28241.6, -105247.92, -28413.34, -106695.95, -32503.16]","[-10640.98, 1611.75, -6297.97, 490.81, -7770.79, 4877.03]","[-62859.25, -46146.44, -65596.09, -41825.13, -70064.2, -47913.38]","[-29235.55, -36369.56, -30349.82, -34572.89, -32299.59, -37654.97]",3.711711e-05,59.9,59.9,73.46,12.2,0
2025-01-04T7,"[1198.77, -739.12, -1219.76, -688.12, 20.99, 1427.23]","[327706.22, 170093.58, 327725.75, 167874.02, 338816.5, 177783.45]","[-122648.3, -63086.95, -120880.52, -64291.46, -124108.8, -65429.77]","[-103437.11, -27640.66, -104790.78, -30491.79, -104750.38, -32218.76]","[-9072.57, 2641.8, -6600.66, 1638.91, -7244.11, 4300.47]","[-63847.35, -44392.69, -65518.09, -41126.1, -69240.37, -46266.6]","[-28081.28, -36905.47, -29310.62, -32887.71, -32809.77, -37409.43]",3.646719e-05,59.8,59.8,79.2,12.4,0
2025-01-04T8,"[1204.17, -736.91, -1220.74, -694.34, 16.57, 1431.25]","[329698.4, 173403.11, 328891.28, 171772.98, 340106.75, 180649.25]","[-124075.82, -63541.77, -122053.12, -66968.19, -123570.05, -66776.99]","[-101783.85, -29445.65, -104632.63, -29834.43, -106011.33, -34058.96]","[-8650.65, 2956.71, -6935.73, 2132.61, -7357.87, 4061.22]","[-65366.13, -45270.99, -65184.5, -42020.78, -69885.02, -45535.55]","[-29194.26, -37382.58, -29459.86, -34365.97, -32611.38, -37570.44]",2.983953e-05,59.5,59.5,86.07,11.8,28
2025-01-04T9,"[1202.88, -738.1, -1222.05, -692.24, 19.17, 1430.34]","[324014.1, 169382.48, 328807.38, 168187.4, 336566.88, 181191.06]","[-121537.07, -63253.2, -120907.62, -65065.47, -123012.83, -66701.07]","[-102298.98, -25807.3, -105599.34, -30095.99, -103288.11, -32614.52]","[-8697.79, 2749.24, -6512.18, 1854.99, -7091.63, 4226.06]","[-63131.38, -44390.43, -66328.27, -40855.96, -69525.5, -47347.42]","[-27745.31, -37989.59, -28834.29, -33308.42, -32987.79, -37997.13]",3.029497e-05,61.3,61.3,84.81,10.5,72
2025-01-04T10,"[1205.75, -739.47, -1223.06, -693.59, 17.31, 1433.06]","[325573.7, 171404.83, 324543.8, 168724.44, 336272.66, 178128.25]","[-122626.8, -63852.85, -120913.79, -64790.53, -124269.12, -66195.65]","[-102256.99, -26760.82, -105650.73, -29218.27, -104892.02, -32951.12]","[-8824.51, 2752.13, -6552.4, 1766.72, -7107.1, 4244.55]","[-63719.15, -45881.56, -63266.34, -42005.76]","[-27539.13, -36966.48, -27554.87, -33782.96, -30862.75, -36837.87]",2.925788e-05,64.5,64.5,82.8,12.2,80
2025-01-04T11,"[1197.37, -739.14, -1219.09, -686.49, 21.72, 1425.62]","[325266.4, 167874.3, 324863.44, 164316.62, 337091.28, 174420.38]","[-124323.55, -62098.69, -121400.95, -63587.32, -124935.55, -63559.62]","[-100504.49, -27069.91, -103630.18, -27557.86, -104660.98, -31957.31]","[-8708.13, 2989.99, -6985.1, 2198.69, -7439.04, 4109.79]","[-63895.62, -44629.21, -64513.84, -42326.29, -67858.18, -46075.42]","[-27234.32, -36378.97, -27728.67, -32351.31, -31549.35, -36195.53]",2.925811e-05,65.6,65.6,85.51,12.4,147
2025-01-04T12,"[1199.86, -738.43, -1220.17, -689.21, 20.3, 1427.64]","[324186.28, 169496.75, 337516.28, 176322.02]","[-124495.34, -63951.59, -121464.27, -66442.96, -124191.13, -65809.04]","[-100622.24, -27183.91, -103786.69, -27389.38, -105070.72, -31890.51]","[-10256.85, 1889.1, -6470.89, 1024.46]","[-63273.01, -44795.38, -63720.68, -41785.38, -67780.62, -45679.69]","[-28597.21, -37602.18, -28139.14, -34211.04, -31921.48, -36939.43]",3.224913e-05,68.6,68.6,78.43,17.1,132
2025-01-04T13,"[1198.45, -734.92, -1221.17, -692.45, 22.72, 1427.37]","[322064.25, 165485.81, 323068.38, 164383.47, 333633.03, 171996.64]","[-120374.07, -60899.31, -117504.47, -62194.55, -121531.7, -61338.14]","[-100582.12, -26602.18, -104694.87, -28504.92, -104232.44, -32306.49]","[-8660.59, 3292.32, -7542.69, 2597.06, -7764.53, 3998.68]","[-64587.27, -45075.34, -65957.84, -41910.7, -70047.63, -46268.92]","[-27258.63, -35512.4, -26755.46, -33668.3, -29410.7, -35341.91]",3.451648e-05,69.0,69.0,79.45,14.9,375
2025-01-04T14,"[-1227.44, -700.9, 16.43, 1439.11]","[325015.38, 176434.38, 326477.44, 172320.55, 339132.4, 183394.94]","[-122445.17, -66076.18, -120593.48, -67419.78, -123987.52, -68065.55]","[-99623.41, -27910.69, -103430.48, -27446.56, -105117.57, -32528.76]","[-8864.4, 2627.32, -6433.56, 1572.29, -6994.84, 4253.57]","[-65846.95, -47059.19, -67645.98, -43188.43, -72066.48, -48587.99]","[-27624.45, -37315.92, -27758.54, -35133.28, -30302.04, -37705.84]",3.475018e-05,67.8,67.8,88.69,10.7,172
2025-01-04T15,"[1196.95, -735.38, -1218.66, -690.93, 21.7, 1426.31]","[334413.97, 172301.44, 334709.56, 166498.77, 350174.56, 177052.47]","[-126837.47, -63168.1, -122582.38, -64901.78, -127120.44, -63090.45]","[-100753.8, -28730.74, -106749.76, -25273.88, -110136.38, -33669.02]","[-10340.63, 1674.84, -6155.43, 729.54, -7710.09, 4868.68]","[-68852.23, -46120.71, -70661.37, -42761.77, -74827.82, -47861.78]","[-26986.52, -35219.96, -27911.82, -33547.83, -29670.22, -36487.21]",4.145587e-05,69.7,69.7,85.14,13.2,219
2025-01-04T16,"[1198.72, -722.99, -1222.86, -705.35, 24.14, 1428.35]","[324522.2, 170566.61, 331100.94, 170503.25, 341079.6, 177018.06]","[-121106.12, -61261.17, -120442.34, -62425.47, -124596.68, -61502.02]","[-105677.34, -30284.67, -104357.41, -32613.32]","[-10229.06, 1277.88, -6472.57, 979.83, -8329.09, 4575.3]","[-65192.68, -46497.12, -69570.58, -43239.98, -73091.08, -49145.5]","[-26704.74, -36057.87, -28292.33, -34793.36, -30024.56, -37552.86]",2.266241e-05,69.7,69.7,86.39,10.6,55
2025-01-04T17,"[1204.23, -739.25, -1224.28, -693.31, 20.05, 1432.55]","[322365.2, 171832.78, 325373.34, 165718.83, 338445.38, 179334.73]","[-123662.2, -62149.21, -121130.33, -65569.23, -122897.16, -64630.3]","[-99711.11, -27592.69, -108629.24, -34269.86]","[-8690.6, 2193.86, -5458.61, 1170.31, -6425.61, 4513.84]","[-62681.99, -47952.38, -63246.25, -40867.39, -70850.8, -46808.34]","[-27024.05, -35650.72, -28014.19, -34693.24, -28975.05, -37375.65]",1.165351e-05,69.0,69.0,90.63,11.8,23
2025-01-04T18,"[1204.82, -736.19, -1222.15, -696.65, 17.33, 1432.83]","[326200.94, 171397.53, 336816.7, 182661.33]","[-120476.44, -61401.81, -119989.96, -63675.22, -121897.68, -64993.55]","[-99645.12, -26266.61, -104240.63, -28272.19, -103425.97, -32861.51]","[-8721.91, 2261.76, -6634.06, 4424.1]","[-63623.97, -47173.43, -64697.74, -41716.62, -70801.9, -47294.61]","[-30606.51, -40410.29, -30927.31, -38311.36, -33383.34, -41164.17]",5.62044e-06,68.9,68.9,91.86,12.6,0
2025-01-04T19,"[1208.83, -741.3, -1227.4, -695.51, 18.57, 1436.81]","[329270.62, 176178.36, 329996.25, 170281.8, 343814.34, 182400.67]","[-122236.82, -62753.62, -120888.87, -65536.72, -122455.96, -66110.35]","[-100978.59, -28956.99, -106173.46, -25057.88, -110035.37, -33345.45]","[-8784.06, 2152.27, -5489.51, 1118.23, -6482.28, 4509.47]","[-66581.66, -44022.38, -72068.38, -49548.19]","[-31150.83, -36893.42, -30231.08, -36059.64, -32076.46, -37109.17]",1.382796e-05,68.8,68.8,94.0,10.3,0
2025-01-04T20,"[1208.64, -742.1, -1230.28, -695.37, 21.64, 1437.47]","[322487.72, 175371.28, 324258.84, 168164.1, 338670.38, 180712.84]","[-121828.86, -62618.4, -120765.46, -63832.52, -123618.63, -65025.39]","[-101198.33, -27095.67, -104560.05, -28771.23, -104416.01, -32373.15]","[-8781.38, 1997.57, -5232.42, 844.74, -6230.27, 4528.4]","[-62831.61, -49172.84, -63550.88, -42844.87, -70392.43, -48456.75]","[-27240.42, -37786.64, -29549.59, -32872.59, -33347.93, -38624.28]",1.765194e-05,67.9,67.9,96.83,9.0,0
2025-01-04T21,"[1207.05, -739.3, -1227.56, -697.76, 20.51, 1437.06]","[329536.2, 182420.83, 327086.22, 169739.05, 349653.84, 181247.64]","[-126256.2, -66306.77, -122492.98, -66291.76, -128272.98, -65755.54]","[-101517.49, -30034.16, -106286.23, -26959.43, -109922.33, -34043.1]","[-8629.85, 2616.9, -6232.69, 1689.39, -6877.69, 4294.13]","[-62716.7, -50776.09, -61863.5, -42676.87, -71259.42, -47783.96]","[-29606.67, -34808.5, -32627.87, -37164.88]",-6.55705e-06,66.7,66.7,95.23,9.9,0
2025-01-04T22,"[1192.89, -739.28, -1218.13, -683.3, 25.24, 1422.58]","[327697.94, 172493.33, 326853.2, 162502.83, 345335.3, 175014.42]","[-126209.38, -62622.91, -123864.52, -63634.5, -127722.81, -64191.28]","[-100731.86, -27852.2, -105121.3, -27401.75, -106427.45, -33215.68]","[-9796.94, 1727.77, -5477.32, 656.48, -6967.64, 4951.27]","[-60781.27, -46680.43, -61324.92, -39420.62, -69032.55, -45437.22]","[-29563.43, -36361.12, -30467.06, -32017.49, -34507.94, -36346.29]",-1.21107e-06,66.7,66.7,93.1,9.4,0
2025-01-04T23,"[1197.25, -738.8, -1222.87, -688.86, 25.62, 1427.66]","[332272.66, 176250.92, 329034.06, 166448.94, 349295.7, 175465.44]","[-126498.39, -64076.49, -124054.99, -64045.32, -129122.2, -64523.35]","[-102721.17, -28644.99, -105629.48, -28853.79, -107250.03, -32633.79]","[-10103.09, 1495.1, -5466.53, 425.12, -7109.6, 5019.98]","[-63084.97, -47860.95, -62895.75, -41023.24, -70839.21, -45962.2]","[-29226.83, -36432.69, -30377.02, -32252.75, -34288.85, -36580.7]",5.6963800000000005e-06,66.7,66.7,91.84,8.8,0
2025-01-05T0,"[1202.07, -737.86, -1218.39, -691.07, 16.32, 1428.92]","[336620.34, 178896.75, 333160.97, 167717.25, 353821.7, 180187.53]","[-126206.41, -64932.1, -121957.38, -65124.94, -127301.56, -64992.95]","[-103697.77, -30479.96, -109588.84, -26862.24, -112996.48, -36071.99]","[-10464.45, 1388.44, -5595.83, 296.59, -7368.07, 5040.54]","[-64759.17, -47718.56, -64952.37, -41722.81, -71724.67, -47168.58]","[-30831.6, -36397.66, -30423.96, -33567.96, -33706.73, -36165.23]",3.70474e-05,66.7,66.7,91.84,10.5,0
2025-01-05T1,"[1202.85, -738.81, -1216.3, -690.05, 13.45, 1428.86]","[332536.5, 174643.92, 329191.12, 169891.62]","[-126774.13, -64358.14, -122865.02, -65762.77, -126805.95, -65913.7]","[-102173.25, -29705.68, -105626.57, -29233.09, -107349.28, -35209.86]","[-10428.64, 1438.08, -5681.23, 481.11, -7528.82, 5021.51]","[-61464.18, -45137.1, -63503.33, -40113.96, -68293.73, -46909.62]","[-31068.88, -36162.57, -30889.75, -34546.87, -32867.02, -36918.35]",3.665899e-05,67.6,67.6,94.62,12.9,0
2025-01-05T2,"[1195.69, -735.02, -1219.71, -690.48, 24.02, 1425.5]","[329430.84, 173421.17, 330071.12, 168519.14, 344593.78, 178022.3]","[-123865.85, -62890.86, -122780.34, -66883.06, -123773.46, -66393.19]","[-100338.78, -28314.74, -104545.3, -27360.18, -106597.07, -32675.02]","[-10337.54, 1447.04, -5732.67, 496.49, -7474.09, 5017.34]","[-63462.94, -46848.95, -66241.59, -40219.61, -72692.78, -47550.94]","[-30789.9, -36085.5, -30148.23, -33839.34, -33363.05, -35626.47]",3.956126e-05,67.9,67.9,94.63,13.0,0
2025-01-05T3,"[1194.59, -734.48, -1218.41, -688.76, 23.82, 1423.24]","[326888.44, 171440.78, 331025.84, 162313.4, 347012.5, 177016.14]","[-123115.2, -60843.13, -121344.05, -63819.54, -123368.1, -63208.59]","[-101115.3, -30479.54, -106787.02, -24807.6, -112142.8, -33834.55]","[-8605.22, 2831.72, -6631.22, 1933.38, -7085.4, 4162.2]","[-63832.93, -47060.2, -65812.54, -41083.4, -71976.35, -47423.32]","[-29591.12, -35169.69, -29822.89, -33816.93, -31727.81, -35896.42]",4.126057e-05,68.9,68.9,91.89,10.6,0
2025-01-05T4,"[1195.77, -733.58, -1216.16, -690.97, 20.4, 1424.56]","[331854.62, 174459.36, 334803.38, 168513.61, 349120.1, 181689.69]","[-123155.41, -63189.77, -121434.84, -65070.55, -124529.47, -65455.99]","[-102277.87, -27984.37, -106944.38, -29216.81, -106951.95, -34194.43]","[-7094.13, 2217.48, -7471.72, 4087.24]","[-66864.47, -49342.23, -69145.2, -42374.01, -76187.73, -49769.3]","[-30195.42, -36225.07, -29525.56, -33314.71, -33252.98, -35525.45]",3.741792e-05,68.9,68.9,89.82,12.6,0
2025-01-05T5,"[1194.49, -734.83, -1216.88, -687.62, 22.39, 1422.46]","[327230.16, 173221.62, 329727.88, 164742.16, 345570.16, 178599.92]","[-121798.42, -60687.6, -120019.57, -63021.92, -122432.21, -63014.16]","[-100676.65, -30124.59, -106771.34, -26040.77, -110462.45, -34924.2]","[-8648.51, 2988.47, -7018.87, 2242.96, -7451.08, 4082.1]","[-64646.38, -45580.1, -65163.59, -40772.36, -70948.34, -45394.39]","[-30818.84, -39083.3, -30117.81, -36420.92, -33562.12, -38531.66]",4.042255999999999e-05,69.4,69.4,87.27,12.2,0
2025-01-05T6,"[1196.1, -740.28, -1219.97, -684.82, 23.87, 1425.1]","[326970.22, 168803.64, 324696.3, 164860.64]","[-121463.76, -61678.35, -119628.59, -63378.06, -122355.16, -64079.2]","[-101252.48, -27400.03, -103996.3, -28995.02, -104250.63, -32468.62]","[-8742.35, 3022.85, -7031.41, 2203.14, -7452.07, 4121.97]","[-65046.73, -45858.03, -64749.07, -40299.47, -71439.05, -44822.71]","[-29840.22, -36174.64, -28678.13, -33689.43, -32047.43, -35318.46]",4.4136e-05,70.0,70.0,88.63,11.9,0
2025-01-05T7,"[1200.49, -738.44, -1223.88, -692.31, 23.39, 1430.74]","[330531.2, 172585.78, 330577.72, 170206.02, 342899.38, 178481.97]","[-123661.99, -64138.34, -120316.88, -66104.35, -124052.5, -64852.31]","[-102167.26, -28297.88, -107392.45, -27598.98, -108729.7, -33875.67]","[-8789.09, 3033.25, -7117.71, 2244.86, -7538.69, 4157.58]","[-65520.37, -46647.63, -65787.52, -42925.65, -70893.84, -46768.46]","[-29760.06, -35810.91, -29325.16, -35091.23, -31002.94, -36362.41]",4.292739e-05,69.3,69.3,90.61,9.2,0
2025-01-05T8,"[1198.02, -736.59, -1220.05, -690.16, 22.03, 1426.74]","[331800.12, 170160.94, 334705.75, 168833.47, 344377.28, 179526.62]","[-125456.84, -62324.75, -123083.33, -63279.39, -127157.84, -63500.84]","[-99909.49, -26560.04, -104175.86, -28739.09, -103300.15, -32879.93]","[-8671.5, 2975.81, -6947.41, 2171.44, -7378.5, 4122.49]","[-67072.02, -44506.5, -69554.38, -41711.86, -72730.65, -47091.44]","[-30057.53, -39020.79, -30290.27, -36525.03, -33122.76, -39389.71]",4.517232e-05,70.8,70.8,88.46,11.5,76
2025-01-05T9,"[1199.32, -740.99, -1226.12, -687.53, 26.8, 1428.53]","[331025.2, 172217.1, 330319.25, 168975.23, 342602.75, 176774.5]","[-123746.63, -62200.28, -121988.98, -65367.16, -123478.45, -64778.42]","[-102182.86, -28904.85, -108116.25, -26038.8]","[-10469.8, 1431.52, -5813.56, 460.42, -7547.56, 5007.69]","[-65070.86, -46070.45, -65555.59, -43028.98, -69706.37, -46630.41]","[-28216.57, -34281.19, -30530.55, -35589.25]",4.440391e-05,72.8,72.8,82.75,17.8,211
2025-01-05T10,"[1202.28, -733.7, -1222.18, -696.25, 19.9, 1429.95]","[324816.72, 168139.2, 323721.75, 169869.34, 332834.8, 174264.55]","[-120050.91, -60656.11, -119352.69, -63198.45, -121199.28, -63596.38]","[-99879.03, -26590.51, -103048.81, -28557.55, -102952.39, -31474.18]","[-8831.67, 2770.92, -6649.09, 1746.11, -7100.35, 4224.25]","[-66709.92, -46762.12, -65306.48, -44480.35, -70032.05, -46019.08]","[-28723.41, -36189.32, -28747.51, -34672.29, -30908.27, -36663.41]",4.197576e-05,75.3,75.3,75.96,15.9,180
2025-01-05T11,"[1196.1, -741.24, -1217.94, -682.9, 21.84, 1424.13]","[329405.28, 168355.22, 327527.66, 167200.6, 337849.4, 176011.28]","[-123569.73, -63091.93, -121113.57, -64586.84, -124140.38, -65405.58]","[-99639.2, -25406.38, -103221.33, -27849.47, -102190.98, -31989.25]","[-8695.54, 2979.04, -6867.01, 2143.44, -7342.87, 4141.88]","[-66872.71, -45307.53, -67347.59, -41847.71, -71708.72, -46320.02]","[-30004.76, -36814.55, -28351.38, -34342.22, -31807.73, -35683.92]",4.3138399999999993e-05,76.6,76.6,69.91,22.2,157
