datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2024-12-09T6,"[1111.51, -1181.18, -1330.57, -1134.96, -79.27, 1004.85]","[410892.2, 101609.41, 355398.88, 281890.75]","[-145686.97, -33556.35, -121814.73, -102645.72, -76992.62, -51160.82]","[-125085.72, -6801.44, -125224.88, -62471.03, -76386.3, -34146.44]","[-8075.55, 6817.66, -10894.09, 2140.47, -5938.72, 2084.14]","[-88584.45, -34651.88, -70111.74, -69571.13, -47593.63, -38520.79]","[-42805.47, -32678.84, -26706.5, -48612.74, -19781.3, -28053.17]",3.812552e-05,61.0,61.0,97.4,7.5,0
2024-12-09T7,"[503.74, -888.93, -1924.68, -848.39, -687.81, 1281.56]","[264605.66, -3257.86, 499868.9, 204911.36, 208466.4, 320371.06]","[-91579.56, 2706.26, -172917.05, -72703.82, -70868.25, -108491.57]","[-76148.73, 15867.56, -76597.38, -84895.33]","[-4100.76, 5361.22, -10019.21, 4231.18, -8059.7, 608.67]","[-59850.79, -6681.54, -105395.2, -56023.68, -41011.41, -77458.23]","[-32267.79, -13252.54, -49251.34, -46975.18, -11238.71, -49354.29]",3.971078e-05,62.1,62.1,97.14,6.0,0
2024-12-09T9,"[676.81, -1138.72, -1746.88, -1095.02]","[337807.1, 1708.31, 174261.98, 243680.73]","[-117712.24, 2635.07, -158303.61, -92625.04, -59394.79, -81741.7]","[-98873.96, 19750.57, -155880.83, -52947.01, -63491.72, -64810.21]","[-5401.57, 6944.49, -10965.24, 3277.02, -6586.62, 505.01]","[-75844.51, -12943.7, -90270.02, -66219.06, -34867.01, -59223.5]","[-39341.17, -17379.15, -40943.89, -51231.62, -9228.9, -37627.8]",4.218346e-05,62.9,62.9,97.39,6.0,36
2024-12-09T10,"[877.99, -963.63, -1543.23, -925.86, -312.12, 1200.9]","[330677.84, 72503.83, 401783.78, 229264.62, 237179.38, 224787.12]","[-117557.98, -23821.18, -143341.88, -82655.06, -82786.86, -78828.62]","[-97924.98, -542.95, -131466.1, -41914.92, -80518.26, -52199.5]","[-8379.14, 4839.61, -8078.87, 926.02, -7099.35, 2617.31]","[-69964.95, -25043.86, -82536.67, -56034.61, -48960.03, -55597.51]","[-36205.79, -27207.03, -35736.16, -48881.23, -17141.28, -40018.08]",3.934525e-05,65.0,65.0,97.42,8.5,214
2024-12-09T11,"[999.46, -831.01, -1428.35, -790.14, -196.35, 1338.79]","[313122.12, 113557.2, 284428.44, 211619.22]","[-110374.19, -37656.62, -130202.22, -68393.25, -96609.65, -73396.47]","[-97370.59, -14464.31, -123361.17, -34489.51, -94701.18, -49279.17]","[-9172.16, 3471.62, -7365.58, 784.32, -7452.16, 3578.01]","[-64939.77, -34223.66, -74339.56, -46738.75, -59510.8, -52675.48]","[-30630.55, -29967.27, -33862.79, -37323.87, -25475.43, -39079.04]",3.745783e-05,67.8,67.8,94.65,11.5,161
2024-12-09T12,"[958.67, -1601.03, -1465.9, -1551.49, -220.22, 568.4]","[482175.38, 3857.14, 389447.34, 387901.78, 103205.87, 122639.2]","[-170732.64, 1285.63, -136106.61, -138967.05, -35750.93, -42302.16]","[-142038.6, -96013.67, -36356.84, -31456.27]","[-10601.01, 8863.9, -9092.59, -1775.93, -3563.23, 862.18]","[-103992.43, -15777.93, -75568.18, -89957.68]","[-54942.94, -25636.13, -26010.48, -60474.96, -6622.96, -19254.14]",3.755749e-05,71.4,71.4,86.92,11.2,184
2024-12-09T13,"[525.59, -892.22, -1880.32, -848.42, -647.63, 1261.16]","[269420.22, -1142.67, 496379.3, 188604.55, 221461.55, 311231.28]","[-98924.69, 1825.59, -177345.58, -75204.09, -77284.34, -108790.1]","[-78074.31, 15536.07, -159298.05, -28652.92, -80203.72, -81148.79]","[-3460.16, 5858.79, -11683.75, 7657.07, -9125.02, -19.91]","[-58182.28, -8105.48, -101892.63, -50854.75]","[-30155.81, -13268.77, -45543.48, -40854.39, -12555.71, -45660.91]",3.524475e-05,72.9,72.9,81.6,13.5,235
2024-12-09T14,"[1046.93, 30.52, -1374.96, 79.07, -128.7, 2198.73]","[128843.27, 238275.56, 357015.44, -34729.69, 497932.3, 317404.12]","[-46715.86, -81490.01, -124684.94, 9471.17, -166147.66, -106619.08]","[-50900.26, -62583.48, -104328.23, 33345.61, -168066.39, -68288.02]","[-7830.31, -2262.8, -5735.5, 5698.67, -13185.74, 6189.3]","[-21635.1, -53892.02, -77838.63, 2183.66, -103560.65, -81450.16]","[-1109.57, -37310.73, -43770.91, -15227.19, -46245.2, -66415.58]",3.957688e-05,74.7,74.7,76.83,10.2,220
2024-12-09T15,"[354.02, -1269.96, -2059.44, -1221.1, -813.26, 890.52]","[337250.4, -90150.95, 552643.5, 307334.3, 104312.05, 306685.9]","[-118003.16, 34222.45, -193244.08, -110421.3, -36176.64, -104773.11]","[-89716.66, 45762.23, -178313.27, -59247.68, -44308.39, -81753.33]","[-5715.04, 8287.62, -12524.41, 2072.02, -7813.25, -2023.62]","[-78589.05, 11139.83, -119989.52, -76040.27, -18580.34, -74829.73]","[-44549.47, -8496.61, -47900.75, -62938.73, 3285.8, -42493.89]",6.679909e-05,77.4,77.4,72.97,10.7,302
2024-12-09T16,"[-2155.44, -1082.92, -4582.16, -1040.16, -3336.9, 1083.58]","[-29694.12, -629000.2, 1196211.9, 230965.33, -181790.98, 929211.56]","[17371.61, 217356.33, -413256.22, -83799.64, 56974.67, -311208.1]","[50567.36, 179129.52, -382176.2, 15957.88, 4893.43, -289655.84]","[13874.91, 12863.81, -22849.09, 10852.17, -16890.65, -14866.92]","[-18832.12, 142755.55, -248344.78, -83485.95, 65756.09, -207710.06]","[-32618.5, 77650.64, -128930.79, -89750.4, 71796.04, -104936.52]",3.767344e-05,76.7,76.7,72.41,11.8,176
2024-12-09T17,"[205.27, -999.77, -2221.28, -952.32, -975.66, 1173.38]","[252248.92, -83658.48, 586680.4, 224441.36, 150271.47, 382362.75]","[-86980.22, 30746.79, -201064.23, -84067.45, -49320.23, -127413.33]","[-65438.6, 39659.3, -187938.17, -33270.42, -60038.12, -102046.77]","[-3555.95, 6933.79, -11904.84, 3214.76, -9392.89, -1205.36]","[-60114.5, 11203.76, -129279.96, -52053.13, -31989.39, -96819.98]","[-35494.86, -4134.4, -55834.28, -57521.02, 1213.97, -54036.2]",3.2999989999999995e-05,76.4,76.4,72.18,7.7,16
2024-12-09T18,"[643.43, -1004.71, -1818.87, -873.38, -511.07, 1159.94]","[322030.97, 31318.87, 472292.47, 215794.83, 217365.88, 281164.4]","[-112858.27, -9120.57, -162461.89, -76386.23, -75329.22, -94691.31]","[-93362.73, 8047.44, -154968.42, -32668.31, -79226.44, -74375.56]","[-6778.53, 6110.82, -10338.75, 2435.5, -7863.54, 1063.45]","[-70926.05, -14272.56, -98393.56, -56628.09, -43117.38, -66413.93]","[-37392.32, -21278.71, -45482.46, -51816.55, -11048.07, -45864.79]",2.743433e-05,73.7,73.7,80.31,11.6,0
2024-12-09T20,"[272.74, -1315.75, -2165.36, -1346.11, -934.68, 787.11]","[351687.72, -124688.17, 618546.75, 328447.34, 80032.59, 341764.47]","[-119167.39, 44638.27, -209111.89, -119670.69, -24692.24, -112644.08]","[-97498.25, 51363.17, -201005.92, -65186.75, -38533.01, -100226.94]","[-3913.49, 9951.75, -15226.87, 3327.72, -7635.25, -2567.19]","[-78498.84, 19559.24, -128024.48, -77526.86, -12317.43, -77068.58]","[-51845.74, 3.85, -64437.7, -6.86, 3992.41, -4.83]",2.570627e-05,70.7,70.7,91.37,7.4,0
2024-12-09T21,"[549.62, -1204.57, -1901.14, -1177.37, -694.37, 964.65]","[361482.1, -45556.09, 540293.7, 305229.28, 144491.42, 298261.62]","[-125176.03, 14196.4, -183497.75, -109375.6, -47927.66, -102638.07]","[-101710.3, 37448.59, -179050.5, -64173.06, -55217.76, -77566.26]","[-5523.21, 8276.91, -14991.76, 4426.86, -8097.79, -1819.87]","[-79728.47, -887.32, -106311.84, -70882.73, -28251.62, -68573.49]","[-48602.81, -12641.33, -55689.52, -64375.15, -4224.62, -46792.15]",1.662279e-05,70.8,70.8,95.18,12.0,0
2024-12-09T22,"[871.68, -969.04, -1561.99, -909.88, -306.9, 1216.32]","[346300.1, 72366.17, 430318.28, 233183.03, 254396.3, 237833.7]","[-118241.82, -23415.25, -146087.88, -82974.71, -83878.7, -80192.3]","[-105621.17, -2720.81, -140043.19, -47995.01, -85946.5, -57555.86]","[-7829.08, 6049.01, -10975.09, 2636.39, -7816.35, 1842.92]","[-72736.67, -24451.16, -85695.85, -55551.21, -52228.8, -56006.43]","[-41140.71, -27002.85, -46797.34, -48486.56, -23743.99, -45038.91]",9.9053e-07,71.5,71.5,93.07,8.3,0
2024-12-09T23,"[1095.82, -988.81, -1346.61, -941.73, -90.3, 1196.3]","[385582.38, 117789.3, 372082.7, 239800.19, 280794.78, 176043.73]","[-133410.3, -38690.59, -127227.75, -81843.23, -96140.5, -58326.96]","[-119776.19, -14718.6, -126783.82, -53744.97, -92115.29, -41121.87]","[-9575.87, 5280.88, -8620.98, 856.14, -6418.7, 3376.13]","[-79921.77, -38335.71, -72554.5, -57711.77, -59234.85, -44772.5]","[-42166.31, -30498.71, -36181.74, -46550.13, -26124.62, -34339.3]",1.443227e-05,71.5,71.5,93.12,9.5,0
2024-12-10T0,"[1083.24, -815.71, -1356.36, -766.56]","[347289.06, 148578.84, 375681.84, 191670.1, 333143.56, 206127.2]","[-123460.94, -46384.68, -132936.48, -67066.79, -114155.16, -68090.42]","[-109745.48, -26683.71, -126425.09, -37102.38, -111422.8, -48915.33]","[-9823.24, 3080.06, -6810.34, 415.74, -7098.65, 4261.7]","[-69037.3, -41836.25, -72365.88, -46122.46, -68319.69, -50323.07]","[-34471.04, -35906.07, -36447.32, -41007.39, -31337.63, -42145.78]",5.130893e-05,71.4,71.4,91.96,8.1,0
2024-12-10T1,"[557.79, -745.59, -1859.02, -693.6, -611.74, 1421.65]","[259682.1, 30173.87, 514036.78, 177671.64]","[-89434.1, -8505.65, -177473.83, -61007.73, -93497.09, -114931.39]","[-76766.32, 4748.27, -164004.69, -26472.82, -95396.12, -89537.97]","[-5914.47, 3885.96, -8318.33, 1962.95, -9290.92, 2001.08]","[-56158.88, -13678.89, -107035.8, -46376.92, -55844.1, -82174.69]","[-18409.21, -55961.54]",5.707261e-05,69.6,69.6,92.01,7.5,0
2024-12-10T2,"[822.25, -1809.56, -422.26, 303.83]","[536332.2, -61276.88, 469424.75, 476367.2, 18102.11, 144362.62]","[-183566.08, 25159.48, -157912.66, -166385.69]","[-156691.33, 45114.63, -164151.44, -120123.24, -11832.39, -42018.93]","[-10557.68, 10901.71, -10339.92, -2762.54, -2965.53, -1046.22]","[-114064.45, 845.86, -104578.18, -104868.77, -1060.98, -34171.45]","[-70728.35, -19926.9, -31703.56, -81392.36, 4638.52, -18428.64]",5.846407e-05,68.9,68.9,93.45,6.5,0
2024-12-10T3,"[821.06, -875.11, -1595.34, -825.02, -358.07, 1291.54]","[318926.44, 73624.68, 429534.3, 203144.3, 271098.4, 252183.23]","[-109577.95, -22163.71, -149259.23, -70610.14, -91182.14, -84902.79]","[-97933.8, -5336.3, -142622.97, -40022.88]","[-7841.88, 3656.24, -7572.77, 1116.27, -7843.11, 2315.29]","[-66662.23, -25278.96, -86227.7, -50355.7, -55452.5, -61172.89]","[-36174.88, -23671.09, -43174.44, -42507.06, -23609.07, -42722.45]",6.480269e-05,68.4,68.4,92.02,7.8,0
2024-12-10T4,"[738.35, -667.19, -446.2, 1506.58]","[251390.27, 77549.27, 451874.6, 157844.02, 288814.12, 300285.47]","[-87964.05, -26437.89, -155803.77, -54918.66, -100640.66, -102106.65]","[-81235.22, -9974.99, -147169.6, -31910.02, -97760.06, -76818.17]","[-5698.67, 3865.06, -9242.16, 4633.52, -9050.14, 2078.71]","[-47976.61, -22562.96, -91084.07, -35712.94, -56920.86, -72414.8]","[-27843.78, -21679.66, -23751.03, -50243.78]",8.229947e-05,66.1,66.1,93.15,6.2,0
2024-12-10T5,"[840.15, -866.11, -1586.38, -819.99, -342.46, 1302.46]","[305631.06, 72244.5, 421888.47, 199579.16, 259304.69, 246153.84]","[-107502.42, -24035.85, -144057.28, -71862.55, -88516.36, -82330.58]","[-92827.08, -3961.1, -137850.83, -36895.78, -87931.73, -60600.8]","[-6811.73, 4347.96, -7627.44, 1868.79, -6879.56, 2645.09]","[-64011.9, -23486.05, -89261.75, -49422.86, -53370.46, -61655.58]","[-33824.86, -24371.9, -42422.56, -42511.65, -21899.53, -43413.48]",8.855226e-05,64.8,64.8,93.43,6.0,0
2024-12-10T6,"[-312.96, -1290.64, -2731.04, -1249.08, -1493.61, 869.26]","[241672.5, -241324.2, 724090.25, 289871.5, 14075.43, 456054.8]","[-85039.78, 85523.92, -250027.12, -108308.97, -4288.31, -155925.55]","[-55413.55, 85507.7, -237163.19, -45268.11, -26466.22, -134135.4]","[-705.88, 10008.95, -13339.32, 2728.18, -9564.58, -4411.13]","[-58552.45, 44684.27, -150453.47, -72879.95, 7442.53, -103029.23]","[-41328.34, 16313.64, -72456.45, -65407.77, 19492.46, -57772.79]",8.742627e-05,64.4,64.4,94.6,8.2,0
2024-12-10T7,"[1099.39, -1166.68, -1319.37, -1121.51, -83.89, 995.42]","[406889.5, 87441.55, 354725.9, 279976.94, 219951.22, 145276.48]","[-143397.98, -30248.63, -120629.09, -100614.83, -74909.79, -49514.54]","[-125462.58, -686.87, -123812.48, -66124.63, -71863.8, -31945.87]","[-8650.83, 6080.83, -7891.05, 349.96, -4667.99, 2727.23]","[-84799.57, -29082.4, -72536.14, -65498.14, -46146.69, -37264.99]","[-43931.99, -32774.33, -29196.51, -47343.25, -21670.13, -28495.92]",6.548757e-05,63.1,63.1,90.5,7.4,2
2024-12-10T8,"[159.87, -423.94, -2268.4, -463.43, -1090.2, 1693.97]","[116369.48, -22165.49, 598653.9, 106342.52, 251789.36, 464204.06]","[-40835.3, 8043.77, -208087.8, -39756.95, -87264.12, -159428.72]","[-32253.41, 13050.26, -183979.89, 1134.59, -95901.11, -124235.39]","[-2072.78, 2560.78, -8557.63, 4267.88, -12285.99, 825.28]","[-24991.29, 2053.62, -130749.52, -30726.12, -44558.64, -111946.25]","[-15560.11, -2801.43, -66609.66, -40506.04, -11101.76, -68653.6]",6.544567999999999e-05,60.2,60.2,84.88,12.2,85
2024-12-10T9,"[894.94, -947.29, -1525.36, -895.1, -279.35, 1221.28]","[329659.94, 72121.73, 409037.97, 218417.16, 247965.92, 221842.16]","[-119448.91, -25068.55, -141913.42, -79760.01, -87566.33, -75382.11]","[-100633.1, -2455.93, -134242.12, -43680.91, -83620.72, -53006.62]","[-6798.64, 5707.26, -10214.34, 3299.07, -7256.82, 1840.06]","[-68253.52, -23511.6, -86475.33, -54026.26, -49878.71, -56153.13]","[-33899.98, -26086.24, -18954.49, -38362.46]",5.026982e-05,59.4,59.4,83.62,14.0,295
2024-12-10T10,"[691.67, -1463.51, -1748.11, -1394.28, -408.53, 732.89]","[419659.66, -25732.43, 458234.6, 370631.28, 108940.13, 193691.22]","[-144065.47, 8056.84, -164739.34, -126455.7]","[-122326.79, 35781.9, -158999.83, -91993.91, -40009.18, -50280.27]","[-10351.98, -1128.7, -4922.38, 404.09]","[-94039.02, -5788.45, -90784.09, -85341.37, -22203.27, -45077.28]","[-50048.96, -20505.36, -32695.79, -64962.2, -3033.89, -28388.94]",5.874533e-05,58.7,58.7,80.93,16.7,202
2024-12-10T11,"[-451.08, -1373.58, -2912.61, -1447.57, -1789.91, 716.3]","[229065.02, -295928.1, 777158.06, 314536.9, -32712.34, 499293.97]","[-78140.85, 105146.61, -273411.72, -109092.82, 9686.82, -172934.77]","[-47762.26, 99349.81, -253985.38, -47340.23, -14194.81, -149023.83]","[1535.23, 9452.21, -13634.06, 4005.04, -8801.53, -4831.47]","[-59161.04, 57085.79, -161658.22, -79287.14, 18711.66, -114063.91]","[-44887.56, 25626.1, -73830.03, -82100.5, 27971.33, -57693.4]",5.24787e-05,61.6,61.6,69.83,16.1,315
2024-12-10T12,"[592.05, -1151.81, -651.67, 948.98]","[328142.06, -25394.15, 505336.06, 278292.8, 138378.55, 272728.72]","[-114228.15, 9798.07, -45714.61, -90962.97]","[-95362.96, 27057.99, -167821.36, -59767.81, -52812.7, -73330.26]","[-4711.06, 7253.31, -12226.71, 3845.72, -6753.38, -592.04]","[-71456.91, -2764.38, -111121.45, -65463.62, -26389.26, -67226.95]","[-41756.01, -15242.76, -43437.16, -54172.71, -5988.45, -39803.2]",4.517419e-05,63.1,63.1,59.89,18.5,566
2024-12-10T13,"[555.52, -1105.99, -1866.21, -1128.7, -666.87, 982.4]","[322493.78, -29024.48, 509985.25, 262581.66, 153070.34, 282545.25]","[-113345.15, 10031.03, -175135.2, -97102.52]","[-93120.92, 24870.9, -169298.88, -53729.58, -57410.89, -78674.96]","[-5746.6, 8180.89, -8860.63, -1569.03]","[-71048.37, 8.14, -106727.74, -6.11, -31090.37, -6.53]","[-38574.18, -13322.74, -42605.98, -55107.71, -3717.47, -39108.29]",4.76779e-05,61.9,61.9,61.85,17.7,587
2024-12-10T14,"[113.75, -939.45, -2314.23, -893.24, -1072.17, 1231.74]","[229887.83, -100394.3, 610617.1, 221077.77, 151723.86, 407480.03]","[-81090.77, 37204.74, -215490.48, -78012.64, -55191.77, -141257.17]","[-59519.12, 42324.77, -194445.12, -30512.81, -63147.79, -111222.88]","[-3060.58, 6401.8, -10746.54, 2666.52, -9819.97, -1137.21]","[-51442.8, 16376.36, -131243.16, -54156.68, -25930.87, -95877.7]","[-34106.1, -1158.43, -58035.39, -60320.83, 3057.44, -57204.86]",6.178095e-05,59.5,59.5,65.57,19.7,570
2024-12-10T15,"[1051.48, -1127.08, -1378.01, -1088.49, -129.6, 1041.45]","[409239.94, 88798.13, 384634.8, 283226.66, 235473.4, 169818.34]","[-138955.11, -27582.51, -126468.36, -97623.3, -76901.34, -54583.08]","[-121619.24, -3366.03, -129846.14, -59998.84, -77842.88, -38208.44]","[-10655.73, 5436.16, -7816.14, -884.65, -5667.89, 2973.92]","[-92005.82, -27843.23, -92117.33, -69253.95, -54875.86, -47082.7]","[-45263.16, -34605.8, -27633.53, -54615.21, -19382.92, -32011.76]",8.400865e-05,58.5,58.5,65.27,17.9,165
2024-12-10T16,"[1024.48, 699.1, -1402.54, 741.86, -161.07, 2865.42]","[-19518.62, 320220.44, 358379.62, -211258.67, 650297.94, 408472.25]","[7071.38, -107794.8, -120797.83, 63203.87, -207074.7, -131302.2]","[-12368.18, -94379.34, -97643.29, 82664.17, -208056.44, -90186.16]","[-6704.31, -7867.84, -3494.67, 9034.55, -18179.36, 8878.26]","[13293.11, -74315.73, -86200.18, 49822.45, -159113.8, -116501.47]","[18901.41, -35100.7, -49532.19, 7337.13, -57109.57, -78497.75]",3.313892e-05,57.3,57.3,65.2,22.0,65
2024-12-10T17,"[909.55, -1654.68, -1521.44, -1608.21, -297.14, 496.64]","[488060.78, -15567.87, 402690.5, 403935.3, 76488.73, 130614.91]","[-166568.88, 8043.89, -136387.88, -138340.47, -25928.86, -43506.62]","[-139861.12, 33721.71, -146668.22, -94934.55, -29415.96, -34776.91]","[-10560.85, 11493.13, -13863.77, -984.65, -4072.32, -172.48]","[-112530.94, -6124.75, -82268.57, -98909.54, -15095.63, -30705.17]","[-57873.17, -30814.17, -22842.4, -70021.1, -1283.32, -20671.5]",5.460479e-05,56.5,56.5,63.19,16.9,15
2024-12-10T18,"[1006.78, 69.62, -1420.2, 115.09, -173.27, 2239.81]","[115390.86, 238174.83, 370988.44, -40676.57, 503534.53, 335195.16]","[-37275.76, -79179.87, -122430.36, 8046.63, -159070.06, -111060.71]","[-47857.26, -61457.36, -108794.68, 32686.73, -161269.84, -71507.92]","[-7995.22, -2209.84, -6210.61, 7322.48, -14868.49, 6310.64]","[-19446.43, -58327.94, -84303.09, 6701.29, -119621.67, -90133.5]","[-2110.48, -36202.88, -48544.11, -13283.75, -47935.3, -67935.05]",3.050399e-05,56.8,56.8,58.6,13.9,0
2024-12-10T20,"[821.3, 319.27, -1601.05, 366.4, -358.83, 2488.42]","[39835.62, 239321.56, 435523.66, -115224.35, 564193.06, 420714.56]","[-14538.13, -80023.23, -146697.61, 39367.31, -188468.23, -139228.69]","[-22881.87, -67616.96, -123511.52, 54954.25, -183233.45, -98384.27]","[-5894.82, -3845.53, -5525.38, 8729.5, -16224.42, 6235.11]","[-2211.24, -53282.66, -95253.22, 18797.44, -120965.37, -104895.88]","[6454.99, -33689.79, -63783.08, -5773.95, -54504.07, -83540.18]",1.276374e-05,54.7,54.7,44.68,21.0,0
2024-12-10T21,"[767.08, -1189.27, -1652.78, -1147.82, -413.68, 974.46]","[386048.2, 13846.08, 456577.5, 292808.22, 184540.67, 227540.25]","[-131418.84, -2846.88, -154940.52, -101066.79, -61807.94, -75984.19]","[-113849.06, 16030.5, -150532.62, -65344.8, -64205.96, -58274.55]","[-7611.49, 8533.25, -13674.96, 2869.28, -7462.98, 508.06]","[-83218.88, -13762.95, -92536.21, -68934.65, -37349.87, -54606.77]","[-49209.63, -20964.03, -44175.26, -59520.52, -12938.21, -38306.77]",1.229834e-05,51.7,51.7,46.84,21.3,0
2024-12-10T22,"[831.08, -1045.05, -1591.08, -997.73, -343.38, 1123.51]","[366903.03, 50615.23, 448090.03, 252898.39, 236941.58, 234961.9]","[-125585.94, -14281.03, -154331.27, -91742.94, -77143.32, -79357.73]","[-110857.03, 2069.54, -147638.98, -50405.91, -83576.3, -59998.76]","[-8181.39, 7094.79, -12061.01, 2439.73, -7848.66, 1546.83]","[-76637.25, -21611.02, -86500.96, -59798.76, -47572.14, -54993.93]","[-44880.38, -23028.01, -46834.31, -52573.46, -19981.45, -41232.61]",-3.47031e-06,48.7,41.1,49.68,24.4,0
2024-12-10T23,"[-10.64, -899.71, -2431.33, -852.65, -1192.88, 1267.7]","[213186.8, -132891.73, 160233.25, 461201.72]","[-72961.16, 45496.84, -230465.61, -72255.64, -54903.65, -157095.83]","[-55404.07, 49388.92, -212424.69, -28732.15, -66972.42, -129610.08]","[-1490.36, 7156.44, -14681.37, 6582.85, -11732.75, -2994.35]","[-48943.61, 22189.05, -137634.19, -52378.43, -27265.94, -105913.85]","[-33619.07, 9528.39, -80558.71, -62466.94, 1422.86, -64705.22]",-1.93114e-06,47.5,41.5,51.83,15.0,0
2024-12-11T0,"[747.88, -1422.35, -1670.9, -1433.92, -436.73, 704.68]","[451253.16, -35256.78, 494778.3, 365100.03, 126319.65, 203531.34]","[-150649.53, 12100.28, -160803.69, -125597.88]","[-129072.83, 31938.16, -170073.36, -83511.98, -46044.07, -56361.82]","[-9951.45, 8780.59, -9781.65, -1801.48, -5320.38, 386.2]","[-100106.2, 352.55, -108410.16, -85138.23, -25845.58, -48657.95]","[-60670.51, -17008.35, -44915.96, -68154.38, -7703.25, -31552.56]",4.514336e-05,46.6,40.6,51.46,14.1,0
2024-12-11T1,"[677.19, -1137.85, -1740.83, -1092.67, -498.04, 1024.27]","[362403.7, -1149.49, 480269.06, 274375.47, 188044.78, 253742.14]","[-126349.52, 2328.44, -165870.22, -97447.61, -64333.5, -86059.38]","[-108896.95, 18213.28, -158727.28, -63394.76, -66389.3, -67856.86]","[-8334.72, 7695.82, -11901.05, 1233.37, -7975.62, 690.95]","[-75044.76, -10480.78, -36594.88, -60573.45]","[-43055.13, -15791.18, -46358.44, -52139.7, -11986.77, -39079.8]",5.10765e-05,44.8,38.6,55.01,13.1,0
2024-12-11T2,"[759.75, -714.56, -1669.21, -655.08]","[273216.12, 81702.04, 457042.28, 162417.44, 304210.12, 295049.16]","[-95918.73, -26953.07, -155631.69, -60676.18, -102010.34, -97685.13]","[-84287.98, -10089.11, -146784.88, -23399.83, -105523.42, -74870.18]","[-7841.63, 3768.38, -9733.95, 3046.18, -10351.58, 2653.12]","[-55185.57, -24394.87, -95332.26, -42687.12, -59340.93, -72906.39]","[-29260.68, -23218.55, -48843.12, -37891.5, -26194.38, -51349.03]",4.8063e-05,43.9,37.7,56.96,12.2,0
2024-12-11T3,"[1197.4, -1078.58, -1229.3, -1033.01, 14.86, 1089.64]","[345281.88, 272413.38, 263180.44, 151674.06]","[-146046.89, -42102.54, -115922.6, -91643.92, -90863.88, -44683.25]","[-122567.12, -17557.25, -118567.09, -61953.73, -84248.65, -33833.64]","[-12071.93, 4171.95, -7327.08, -758.54, -6112.22, 3890.66]","[-83013.31, -40329.76, -72808.05, -65350.9, -56168.11, -42082.56]","[-29902.55, -51854.18, -24994.08, -34069.15]",4.500886e-05,43.4,36.8,56.89,12.9,0
2024-12-11T4,"[732.84, -872.76, -1705.11, -804.7, -434.97, 1316.53]","[296187.44, 50266.75, 457501.53, 202668.64, 250338.11, 275413.7]","[-102681.29, -16279.03, -156456.88, -74491.2, -82988.34, -93000.47]","[-88983.08, 2179.88, -148104.1, -36039.73, -86490.08, -68897.71]","[-7787.01, 5093.69, -10317.44, 2357.44, -9160.94, 1930.03]","[-61803.65, -19175.52, -94002.85, -50565.29, -49918.2, -67063.57]","[-34254.07, -21319.7, -47934.78, -43155.75, -21052.08, -47559.28]",5.584561e-05,42.7,37.0,58.34,10.0,0
